PERIOD,BNF_CODE,BNF_NAME,HOSPITAL_TRUST_CODE,HOSPITAL_TRUST,TOTAL_QUANTITY
202207,0402030K0BFAAAF,Priadel 400mg modified-release tablets,RCE00,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,28.0
202207,0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,28.0
202207,0402030K0BFABAI,Priadel 200mg modified-release tablets,R1C00,SOLENT NHS TRUST,28.0
202207,0402030K0AAAIAI,Lithium carbonate 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,28.0
202207,0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,28.0
202207,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,168.0
202207,0402030K0BFABAI,Priadel 200mg modified-release tablets,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,10.0
202207,0402030K0BFAAAF,Priadel 400mg modified-release tablets,RCE00,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,112.0
202207,0402030K0BFAAAF,Priadel 400mg modified-release tablets,RCE00,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,112.0
202207,0402030K0BFABAI,Priadel 200mg modified-release tablets,RCE00,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,7.0
202207,0402030K0BFABAI,Priadel 200mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,28.0
202207,0402030K0AAAIAI,Lithium carbonate 200mg modified-release tablets,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,112.0
202207,0402030K0BFABAI,Priadel 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,7.0
202207,0402030K0BFABAI,Priadel 200mg modified-release tablets,RCE00,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,14.0
202207,0402030K0BFAAAF,Priadel 400mg modified-release tablets,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,60.0
202207,0402030K0BFABAI,Priadel 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,28.0
202207,0402030K0BFABAI,Priadel 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,56.0
202207,0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,14.0
202207,0402030K0AAAIAI,Lithium carbonate 200mg modified-release tablets,RH500,SOMERSET NHS FOUNDATION TRUST,15.0
202207,0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,112.0
202207,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,28.0
202207,0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,42.0
202207,0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,504.0
202207,0402030K0BFABAI,Priadel 200mg modified-release tablets,RHA00,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,21.0
202207,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,56.0
202207,0402030K0BFABAI,Priadel 200mg modified-release tablets,RDY00,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,20.0
202207,0402030K0BFAAAF,Priadel 400mg modified-release tablets,RH500,SOMERSET NHS FOUNDATION TRUST,84.0
202207,0402030K0BFABAI,Priadel 200mg modified-release tablets,RH500,SOMERSET NHS FOUNDATION TRUST,42.0
202207,0402030K0AAAIAI,Lithium carbonate 200mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,84.0
202207,0402030K0BFAAAF,Priadel 400mg modified-release tablets,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,14.0
202207,0402030K0AAAIAI,Lithium carbonate 200mg modified-release tablets,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,14.0
202207,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,112.0
202207,0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,140.0
202207,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,14.0
202207,0402030K0BFABAI,Priadel 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,42.0
202207,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1F00,ISLE OF WIGHT NHS TRUST,84.0
