PERIOD,BNF_CODE,BNF_NAME,HOSPITAL_TRUST_CODE,HOSPITAL_TRUST,TOTAL_QUANTITY
202502,0402030K0BFAAAF,Priadel 400mg modified-release tablets,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,14.0
202502,0402030K0BFABAI,Priadel 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,7.0
202502,0402030K0BFABAI,Priadel 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,84.0
202502,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,28.0
202502,0402030K0BFAAAF,Priadel 400mg modified-release tablets,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,30.0
202502,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,336.0
202502,0402030K0BFABAI,Priadel 200mg modified-release tablets,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,30.0
202502,0402030K0BFABAI,Priadel 200mg modified-release tablets,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,84.0
202502,0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,28.0
202502,0402030K0BFABAI,Priadel 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,28.0
202502,0402030K0AAAIAI,Lithium carbonate 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,140.0
202502,0402030K0AAAIAI,Lithium carbonate 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,14.0
202502,0402030K0BFABAI,Priadel 200mg modified-release tablets,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,56.0
202502,0402030P0BCAAAI,Priadel 520mg/5ml liquid,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,15.0
202502,0402030K0AAAIAI,Lithium carbonate 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,7.0
202502,0402030K0BFABAI,Priadel 200mg modified-release tablets,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,56.0
202502,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,56.0
202502,0402030K0AAAFAF,Lithium carbonate 400mg modified-release tablets,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,7.0
202502,0402030K0BFAAAF,Priadel 400mg modified-release tablets,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,84.0
202502,0402030K0AAAIAI,Lithium carbonate 200mg modified-release tablets,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,7.0
202502,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,84.0
202502,0402030K0BFABAI,Priadel 200mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,70.0
202502,0402030P0BCAAAI,Priadel 520mg/5ml liquid,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,600.0
202502,0402030K0BFAAAF,Priadel 400mg modified-release tablets,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,168.0
202502,0402030P0AAALAL,Lithium citrate 509mg/5ml oral solution,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,600.0
202502,0402030K0AAAIAI,Lithium carbonate 200mg modified-release tablets,RAT00,NORTH EAST LONDON NHS FOUNDATION TRUST,56.0
202502,0402030K0AAAIAI,Lithium carbonate 200mg modified-release tablets,G6V2S,NORTH LONDON NHS FOUNDATION TRUST,28.0
202502,0402030K0BFAAAF,Priadel 400mg modified-release tablets,R1L00,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,7.0
